brand,model,model_year,milage,fuel_type,engine,transmission,ext_col,int_col,accident,clean_title,price,price_capped,car_age,mileage_per_year,horsepower,engine_displacement_l,num_cylinders,transmission_type
Mercedes-Benz,GLA-Class GLA 250 4MATIC,2015,61675.0,Gasoline,208.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,Transmission w/Dual Shift Mode,Gray,Black,At least 1 accident or damage reported,Yes,19000.0,19000.0,11,5606.818181818182,208.0,2.0,4.0,Other
Mercedes-Benz,Sprinter 3500XD High Roof,2021,33300.0,Diesel,188.0HP 3.0L V6 Cylinder Engine Diesel Fuel,7-Speed A/T,White,Black,None reported,Yes,45000.0,45000.0,5,6660.0,188.0,3.0,6.0,Automatic
Cadillac,XTS Luxury,2014,62950.0,Gasoline,304.0HP 3.6L V6 Cylinder Engine Gasoline Fuel,6-Speed A/T,Silver,Gray,At least 1 accident or damage reported,Yes,17498.0,17498.0,12,5245.833333333333,304.0,3.6,6.0,Automatic
Chevrolet,Camaro 2LT,2015,56675.0,Gasoline,323.0HP 3.6L V6 Cylinder Engine Gasoline Fuel,Transmission w/Dual Shift Mode,Silver,Black,None reported,Yes,19750.0,19750.0,11,5152.272727272727,323.0,3.6,6.0,Other
Porsche,Cayenne S,2013,92000.0,Gasoline,400.0HP 4.8L 8 Cylinder Engine Gasoline Fuel,8-Speed A/T,Green,Gray,None reported,Yes,23000.0,23000.0,13,7076.923076923077,400.0,4.8,8.0,Automatic
Dodge,Magnum R/T,2005,96000.0,Gasoline,340.0HP 5.7L 8 Cylinder Engine Gasoline Fuel,5-Speed A/T,Gray,Gold,At least 1 accident or damage reported,Yes,12000.0,12000.0,21,4571.428571428572,340.0,5.7,8.0,Automatic
INFINITI,Q70 3.7X,2014,33500.0,Gasoline,330.0HP 3.7L V6 Cylinder Engine Gasoline Fuel,7-Speed A/T,Black,Black,None reported,Yes,23000.0,23000.0,12,2791.6666666666665,330.0,3.7,6.0,Automatic
Land,Rover Range Rover SV Autobiography Dynamic SWB,2020,16754.0,Gasoline,557.0HP 5.0L 8 Cylinder Engine Gasoline Fuel,8-Speed A/T,White,White,None reported,Yes,112000.0,112000.0,6,2792.3333333333335,557.0,5.0,8.0,Automatic
Toyota,Camry Hybrid Base,2007,53249.0,Hybrid,147.0HP 2.4L 4 Cylinder Engine Gas/Electric Hybrid,A/T,Silver,Gray,At least 1 accident or damage reported,Yes,9250.0,9250.0,19,2802.5789473684213,147.0,2.4,4.0,Automatic
GMC,Acadia SLT-1,2016,119000.0,Gasoline,281.0HP 3.6L V6 Cylinder Engine Gasoline Fuel,A/T,Gold,Brown,None reported,Yes,12500.0,12500.0,10,11900.0,281.0,3.6,6.0,Automatic
Lincoln,Corsair Reserve,2021,29336.0,Gasoline,2.0L I4 16V GDI DOHC Turbo,8-Speed Automatic,Black,Sandstone,None reported,No,36999.0,36999.0,5,5867.2,,2.0,4.0,Automatic
RAM,2500 SLT,2017,86000.0,Diesel,350.0HP 6.7L Straight 6 Cylinder Engine Diesel Fuel,6-Speed A/T,Gray,Gray,At least 1 accident or damage reported,Yes,41000.0,41000.0,9,9555.555555555555,350.0,6.7,6.0,Automatic
RAM,3500 Laramie,2014,177000.0,Diesel,385.0HP 6.7L Straight 6 Cylinder Engine Diesel Fuel,6-Speed A/T,Black,–,At least 1 accident or damage reported,Yes,40500.0,40500.0,12,14750.0,385.0,6.7,6.0,Automatic
Mercedes-Benz,GL-Class GL 450 4MATIC,2013,93500.0,Gasoline,362.0HP 4.6L 8 Cylinder Engine Gasoline Fuel,A/T,Black,Black,At least 1 accident or damage reported,Yes,15900.0,15900.0,13,7192.307692307692,362.0,4.6,8.0,Automatic
BMW,M5 Base,2018,47700.0,Gasoline,600.0HP 4.4L 8 Cylinder Engine Gasoline Fuel,8-Speed A/T,Red,White,At least 1 accident or damage reported,Yes,54999.0,54999.0,8,5962.5,600.0,4.4,8.0,Automatic
Ford,Mustang SVT Cobra,2003,97496.0,Gasoline,390.0HP 4.6L 8 Cylinder Engine Gasoline Fuel,6-Speed M/T,Gray,Gray,Unknown,No,24500.0,24500.0,23,4238.95652173913,390.0,4.6,8.0,Manual
Acura,ILX Premium Package,2022,16120.0,Gasoline,2.4L I4 16V GDI DOHC,8-Speed Automatic with Auto-Shift,Gray,Ebony,None reported,No,26599.0,26599.0,4,4030.0,,2.4,4.0,Automatic
Buick,Rainier CXL,2005,147589.0,Gasoline,275.0HP 4.2L Straight 6 Cylinder Engine Gasoline Fuel,A/T,White,Beige,At least 1 accident or damage reported,Yes,2800.0,2800.0,21,7028.047619047619,275.0,4.2,6.0,Automatic
Cadillac,Escalade Luxury,2013,95570.0,E85 Flex Fuel,403.0HP 6.2L 8 Cylinder Engine Flex Fuel Capability,A/T,Black,Black,At least 1 accident or damage reported,Yes,22000.0,22000.0,13,7351.538461538462,403.0,6.2,8.0,Automatic
Mercedes-Benz,S-Class S 560,2018,45791.0,Gasoline,463.0HP 4.0L 8 Cylinder Engine Gasoline Fuel,9-Speed A/T,Gray,Gray,None reported,Yes,52000.0,52000.0,8,5723.875,463.0,4.0,8.0,Automatic
INFINITI,QX80 Base,2016,60000.0,Gasoline,400.0HP 5.6L 8 Cylinder Engine Gasoline Fuel,7-Speed A/T,Silver,Beige,At least 1 accident or damage reported,Yes,25950.0,25950.0,10,6000.0,400.0,5.6,8.0,Automatic
Buick,Encore Preferred,2019,50000.0,Gasoline,138.0HP 1.4L 4 Cylinder Engine Gasoline Fuel,6-Speed A/T,White,Black,None reported,Yes,18795.0,18795.0,7,7142.857142857143,138.0,1.4,4.0,Automatic
Mercedes-Benz,GLS 450 Base 4MATIC,2019,33481.0,Gasoline,3.0L V6 24V GDI DOHC Twin Turbo,9-Speed Automatic,Black,Almond Beige,None reported,No,43999.0,43999.0,7,4783.0,,3.0,6.0,Automatic
Jeep,Liberty Limited,2010,107000.0,Gasoline,210.0HP 3.7L V6 Cylinder Engine Gasoline Fuel,A/T,Gray,Gray,None reported,Yes,5900.0,5900.0,16,6687.5,210.0,3.7,6.0,Automatic
Mercedes-Benz,S-Class S 63 AMG,2011,60000.0,Gasoline,536.0HP 5.5L 8 Cylinder Engine Gasoline Fuel,Transmission w/Dual Shift Mode,White,Black,At least 1 accident or damage reported,Yes,37000.0,37000.0,15,4000.0,536.0,5.5,8.0,Other
Audi,A8 L 3.0T,2016,55000.0,Gasoline,333.0HP 3.0L V6 Cylinder Engine Gasoline Fuel,A/T,White,Brown,None reported,Yes,28000.0,28000.0,10,5500.0,333.0,3.0,6.0,Automatic
Mazda,CX-30 2.5 S Select Package,2022,4004.0,Gasoline,186.0HP 2.5L 4 Cylinder Engine Gasoline Fuel,6-Speed A/T,Black,Black,None reported,Yes,25500.0,25500.0,4,1001.0,186.0,2.5,4.0,Automatic
Bentley,Continental GT Speed,2009,57800.0,Gasoline,600.0HP 6.0L 12 Cylinder Engine Gasoline Fuel,6-Speed A/T,Blue,Beige,Unknown,No,59400.0,59400.0,17,3400.0,600.0,6.0,12.0,Automatic
Bentley,Continental GT V8,2022,10972.0,Gasoline,4.0L V8 32V GDI DOHC Twin Turbo,8-Speed Automatic with Auto-Shift,Red,Black,None reported,Yes,217950.0,217950.0,4,2743.0,,4.0,8.0,Automatic
Bentley,Flying Spur V8,2022,27858.0,Gasoline,4.0L V8 32V GDI DOHC Twin Turbo,8-Speed Automatic with Auto-Shift,–,–,None reported,Yes,197750.0,197750.0,4,6964.5,,4.0,8.0,Automatic
Porsche,911 Carrera 4S,2018,31678.0,Gasoline,3.0 Liter,–,Silver,–,None reported,No,106798.0,106798.0,8,3959.75,,,,Other
Volkswagen,Golf R 4-Door,2016,47144.0,Gasoline,292.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,6-Speed M/T,Blue,Black,None reported,Yes,29950.0,29950.0,10,4714.4,292.0,2.0,4.0,Manual
Hyundai,Genesis Coupe 3.8 Grand Touring,2011,165454.0,Gasoline,306.0HP 3.8L V6 Cylinder Engine Gasoline Fuel,6-Speed A/T,Gray,Black,At least 1 accident or damage reported,Yes,4000.0,4000.0,15,11030.266666666666,306.0,3.8,6.0,Automatic
Ford,F-150 XLT,2018,98000.0,Gasoline,375.0HP 3.5L V6 Cylinder Engine Gasoline Fuel,10-Speed A/T,White,–,At least 1 accident or damage reported,Yes,25500.0,25500.0,8,12250.0,375.0,3.5,6.0,Automatic
Hyundai,Tucson Limited,2020,39913.0,Gasoline,2.4L I4 16V GDI DOHC,6-Speed Automatic,Black Noir Pearl,Beige,None reported,No,22749.0,22749.0,6,6652.166666666667,,2.4,4.0,Automatic
Ford,Mustang V6,2013,147191.0,Gasoline,305.0HP 3.7L V6 Cylinder Engine Gasoline Fuel,6-Speed A/T,Blue,Black,At least 1 accident or damage reported,Yes,12990.0,12990.0,13,11322.384615384615,305.0,3.7,6.0,Automatic
BMW,435 i,2014,53600.0,Gasoline,300.0HP 3.0L Straight 6 Cylinder Engine Gasoline Fuel,8-Speed A/T,Silver,Black,None reported,Yes,25980.0,25980.0,12,4466.666666666667,300.0,3.0,6.0,Automatic
Dodge,Challenger R/T,2010,100100.0,Unknown,–,Transmission w/Dual Shift Mode,Purple,Black,None reported,Yes,17000.0,17000.0,16,6256.25,,,,Other
Mercedes-Benz,AMG G 63 Base,2020,1750.0,Gasoline,577.0HP 4.0L 8 Cylinder Engine Gasoline Fuel,9-Speed A/T,Blue,Black,None reported,Yes,199995.0,199995.0,6,291.6666666666667,577.0,4.0,8.0,Automatic
Dodge,Challenger SRT Hellcat,2020,2750.0,Gasoline,797.0HP 6.2L 8 Cylinder Engine Gasoline Fuel,8-Speed A/T,Orange,Black,None reported,Yes,104500.0,104500.0,6,458.3333333333333,797.0,6.2,8.0,Automatic
Porsche,Boxster Base,2013,40800.0,Gasoline,265.0HP 2.7L Flat 6 Cylinder Engine Gasoline Fuel,7-Speed A/T,Brown,Beige,None reported,Yes,35500.0,35500.0,13,3138.4615384615386,265.0,2.7,6.0,Automatic
Porsche,Macan Base,2018,36798.0,Gasoline,2.0L I4 16V GDI DOHC Turbo,7-Speed Automatic with Auto-Shift,Volcano Grey Metallic,Black,At least 1 accident or damage reported,Yes,49500.0,49500.0,8,4599.75,,2.0,4.0,Automatic
Ford,F-250 XL,2021,77699.0,Diesel,6.7L V8 32V DDI OHV Turbo Diesel,Automatic,White,Medium Earth Gray,Unknown,No,49883.0,49883.0,5,15539.8,,6.7,8.0,Automatic
Ford,Mustang GT,2010,87500.0,Gasoline,315.0HP 4.6L 8 Cylinder Engine Gasoline Fuel,A/T,Red,Black,At least 1 accident or damage reported,Yes,14900.0,14900.0,16,5468.75,315.0,4.6,8.0,Automatic
Chevrolet,Suburban LT,2020,93000.0,Gasoline,355.0HP 5.3L 8 Cylinder Engine Gasoline Fuel,A/T,Black,Black,None reported,Yes,38500.0,38500.0,6,15500.0,355.0,5.3,8.0,Automatic
Mercedes-Benz,C-Class C 300 4MATIC,2018,41515.0,Gasoline,2.0L I4 16V GDI DOHC Turbo,9-Speed Automatic,Black,Black,None reported,Yes,28251.0,28251.0,8,5189.375,,2.0,4.0,Automatic
RAM,1500 Classic Warlock,2019,19000.0,E85 Flex Fuel,3.6L V6 24V MPFI DOHC Flexible Fuel,8-Speed Automatic,Diamond Black,Diesel Gray / Black,At least 1 accident or damage reported,No,33242.0,33242.0,7,2714.285714285714,,3.6,6.0,Automatic
Toyota,Sequoia SR5,2023,1539.0,Hybrid,3.4L V6 24V PDI DOHC Twin Turbo Hybrid,Automatic,Green,Boulder,At least 1 accident or damage reported,Yes,76373.0,76373.0,3,513.0,,3.4,6.0,Automatic
BMW,M5 Base,2018,31090.0,Gasoline,600.0HP 4.4L 8 Cylinder Engine Gasoline Fuel,8-Speed A/T,Green,Black,At least 1 accident or damage reported,Yes,68000.0,68000.0,8,3886.25,600.0,4.4,8.0,Automatic
Mazda,Mazda3 FWD w/Premium Package,2022,21701.0,Gasoline,2.5L I4 16V,6-Speed Automatic,Soul Red Crystal Metallic,Black,None reported,No,25099.0,25099.0,4,5425.25,,2.5,4.0,Automatic
Nissan,Rogue SL,2016,97726.0,Gasoline,"2.5L I-4 DOHC, variable valve control, regular unleaded, engine",Variable,Gun Metallic,Charcoal,At least 1 accident or damage reported,No,15998.0,15998.0,10,9772.6,,2.5,,Other
Audi,A7 3.0T Prestige,2015,73000.0,Diesel,240.0HP 3.0L V6 Cylinder Engine Diesel Fuel,8-Speed A/T,White,Gray,None reported,Yes,34000.0,34000.0,11,6636.363636363636,240.0,3.0,6.0,Automatic
Genesis,G80 3.8,2020,23600.0,Gasoline,311.0HP 3.8L V6 Cylinder Engine Gasoline Fuel,A/T,Blue,Gray,None reported,Yes,31900.0,31900.0,6,3933.3333333333335,311.0,3.8,6.0,Automatic
Rolls-Royce,Ghost Base,2016,8755.0,Gasoline,563.0HP 6.6L 12 Cylinder Engine Gasoline Fuel,A/T,Black,Black,None reported,Yes,166900.0,166900.0,10,875.5,563.0,6.6,12.0,Automatic
BMW,M6 Gran Coupe Base,2019,20500.0,Gasoline,560.0HP 4.4L 8 Cylinder Engine Gasoline Fuel,Transmission w/Dual Shift Mode,Blue,Black,None reported,Yes,67900.0,67900.0,7,2928.5714285714284,560.0,4.4,8.0,Other
Ford,Mustang V6,2013,57912.0,Gasoline,305.0HP 3.7L V6 Cylinder Engine Gasoline Fuel,6-Speed M/T,Black,Black,At least 1 accident or damage reported,Yes,18750.0,18750.0,13,4454.7692307692305,305.0,3.7,6.0,Manual
BMW,650 i,2009,35000.0,Gasoline,360.0HP 4.8L 8 Cylinder Engine Gasoline Fuel,A/T,Black,Black,None reported,Yes,18500.0,18500.0,17,2058.823529411765,360.0,4.8,8.0,Automatic
Nissan,Leaf SV PLUS,2023,7089.0,Unknown,214.0HP Electric Motor Electric Fuel System,1-Speed A/T,Black,Black,At least 1 accident or damage reported,Yes,29895.0,29895.0,3,2363.0,214.0,,,Automatic
Lincoln,MKC Reserve,2019,35469.0,Gasoline,2.3L I4 16V GDI DOHC Turbo,6-Speed Automatic,Black,–,Unknown,No,30890.0,30890.0,7,5067.0,,2.3,4.0,Automatic
Kia,Telluride EX,2022,14676.0,Gasoline,3.8L V6 24V GDI DOHC,8-Speed Automatic,Dark Moss,Gray,None reported,No,46787.0,46787.0,4,3669.0,,3.8,6.0,Automatic
Lincoln,Navigator Reserve,2022,13750.0,Gasoline,440.0HP 3.5L V6 Cylinder Engine Gasoline Fuel,10-Speed A/T,White,Beige,None reported,Yes,79999.0,79999.0,4,3437.5,440.0,3.5,6.0,Automatic
Mercedes-Benz,S-Class S 550 4MATIC,2015,13300.0,Gasoline,449.0HP 4.7L 8 Cylinder Engine Gasoline Fuel,A/T,Black,Black,None reported,Yes,62500.0,62500.0,11,1209.090909090909,449.0,4.7,8.0,Automatic
Chevrolet,Suburban LT,2017,117000.0,Gasoline,6.0L 8 Cylinder Engine Gasoline Fuel,6-Speed A/T,Blue,Beige,None reported,Yes,27000.0,27000.0,9,13000.0,,6.0,8.0,Automatic
Audi,A7 55 Premium,2020,27100.0,Hybrid,335.0HP 3.0L V6 Cylinder Engine Gasoline/Mild Electric Hybrid,A/T,White,Black,None reported,Yes,50000.0,50000.0,6,4516.666666666667,335.0,3.0,6.0,Automatic
Ford,Mustang EcoBoost Premium,2017,89352.0,Gasoline,310.0HP 2.3L 4 Cylinder Engine Gasoline Fuel,6-Speed A/T,White,Black,At least 1 accident or damage reported,Yes,20989.0,20989.0,9,9928.0,310.0,2.3,4.0,Automatic
Chevrolet,Cruze LS,2018,100000.0,Gasoline,153.0HP 1.4L 4 Cylinder Engine Gasoline Fuel,A/T,White,Black,At least 1 accident or damage reported,Yes,8500.0,8500.0,8,12500.0,153.0,1.4,4.0,Automatic
Land,Rover Range Rover HSE SWB,2020,16000.0,Hybrid,395.0HP 3.0L Straight 6 Cylinder Engine Gasoline/Mild Electric Hybrid,A/T,Silver,Black,None reported,Yes,75500.0,75500.0,6,2666.6666666666665,395.0,3.0,6.0,Automatic
Land,Rover Defender S,2023,15200.0,Gasoline,296.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,A/T,White,Black,None reported,Yes,62999.0,62999.0,3,5066.666666666667,296.0,2.0,4.0,Automatic
BMW,650 i,2012,39960.0,Gasoline,400.0HP 4.4L 8 Cylinder Engine Gasoline Fuel,6-Speed M/T,White,Brown,None reported,Yes,38995.0,38995.0,14,2854.285714285714,400.0,4.4,8.0,Manual
Ford,Mustang Base,2008,119000.0,Gasoline,210.0HP 4.0L V6 Cylinder Engine Gasoline Fuel,A/T,White,Black,At least 1 accident or damage reported,Yes,13500.0,13500.0,18,6611.111111111111,210.0,4.0,6.0,Automatic
Kia,K5 GT-Line,2022,10971.0,Gasoline,1.6L I4 16V GDI DOHC Turbo,8-Speed Automatic,Passion Red,Black,None reported,No,29998.0,29998.0,4,2742.75,,1.6,4.0,Automatic
Mazda,Mazda3 i Touring,2014,118500.0,Gasoline,155.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,M/T,Silver,Black,At least 1 accident or damage reported,Yes,11500.0,11500.0,12,9875.0,155.0,2.0,4.0,Manual
Kia,Stinger GT1,2021,8288.0,Gasoline,365.0HP 3.3L V6 Cylinder Engine Gasoline Fuel,8-Speed A/T,Black,Black,None reported,Yes,45899.0,45899.0,5,1657.6,365.0,3.3,6.0,Automatic
Chevrolet,Camaro ZL1,2023,2950.0,Gasoline,650.0HP 6.2L 8 Cylinder Engine Gasoline Fuel,10-Speed A/T,Red,Gray,None reported,Yes,74500.0,74500.0,3,983.3333333333334,650.0,6.2,8.0,Automatic
Mercedes-Benz,AMG G 63 Base,2017,73000.0,Gasoline,563.0HP 5.5L 8 Cylinder Engine Gasoline Fuel,7-Speed A/T,White,Black,At least 1 accident or damage reported,Yes,78000.0,78000.0,9,8111.111111111111,563.0,5.5,8.0,Automatic
Ford,Thunderbird Premium,2005,82000.0,Gasoline,280.0HP 3.9L 8 Cylinder Engine Gasoline Fuel,Transmission w/Dual Shift Mode,Gold,White,None reported,Yes,14900.0,14900.0,21,3904.7619047619046,280.0,3.9,8.0,Other
Audi,e-tron Prestige,2019,7874.0,Unknown,Electric,1-Speed Automatic,Typhoon Gray Metallic,Pearl Beige,None reported,No,38999.0,38999.0,7,1124.857142857143,,,,Automatic
GMC,Sierra 1500 SLT,2017,49105.0,Gasoline,420.0HP 6.2L 8 Cylinder Engine Gasoline Fuel,8-Speed A/T,White,Black,None reported,Yes,39750.0,39750.0,9,5456.111111111111,420.0,6.2,8.0,Automatic
Kia,Telluride LX,2023,5500.0,Gasoline,291.0HP 3.8L V6 Cylinder Engine Gasoline Fuel,8-Speed A/T,Silver,Black,None reported,Yes,40000.0,40000.0,3,1833.3333333333333,291.0,3.8,6.0,Automatic
Chevrolet,Corvette Base,2005,36700.0,Gasoline,400.0HP 6.0L 8 Cylinder Engine Gasoline Fuel,6-Speed M/T,Blue,Black,None reported,Yes,26000.0,26000.0,21,1747.6190476190477,400.0,6.0,8.0,Manual
BMW,650 i,2014,40000.0,Gasoline,445.0HP 4.4L 8 Cylinder Engine Gasoline Fuel,Transmission w/Dual Shift Mode,White,Beige,None reported,Yes,34000.0,34000.0,12,3333.3333333333335,445.0,4.4,8.0,Other
Nissan,Rogue SL,2017,78110.0,Gasoline,170.0HP 2.5L 4 Cylinder Engine Gasoline Fuel,A/T,Silver,Black,Unknown,No,17500.0,17500.0,9,8678.888888888889,170.0,2.5,4.0,Automatic
GMC,Acadia Denali,2015,74864.0,Gasoline,288.0HP 3.6L V6 Cylinder Engine Gasoline Fuel,A/T,Gray,Beige,None reported,Yes,19780.0,19780.0,11,6805.818181818182,288.0,3.6,6.0,Automatic
Cadillac,Escalade Premium Luxury Platinum,2021,15350.0,Gasoline,420.0HP 6.2L 8 Cylinder Engine Gasoline Fuel,10-Speed A/T,Black,Black,None reported,Yes,93500.0,93500.0,5,3070.0,420.0,6.2,8.0,Automatic
Nissan,GT-R Premium,2010,46100.0,Gasoline,485.0HP 3.8L V6 Cylinder Engine Gasoline Fuel,6-Speed A/T,Blue,Black,None reported,Yes,72999.0,72999.0,16,2881.25,485.0,3.8,6.0,Automatic
Toyota,Highlander XLE,2018,61454.0,Gasoline,295.0HP 3.5L V6 Cylinder Engine Gasoline Fuel,A/T,Silver,Gray,None reported,Yes,31000.0,31000.0,8,7681.75,295.0,3.5,6.0,Automatic
BMW,X7 xDrive40i,2020,45241.0,Gasoline,335.0HP 3.0L Straight 6 Cylinder Engine Gasoline Fuel,A/T,Blue,Brown,None reported,Yes,54500.0,54500.0,6,7540.166666666667,335.0,3.0,6.0,Automatic
INFINITI,QX60 Base,2018,48000.0,Gasoline,295.0HP 3.5L V6 Cylinder Engine Gasoline Fuel,CVT Transmission,Black,Black,None reported,Yes,27000.0,27000.0,8,6000.0,295.0,3.5,6.0,CVT
Lexus,IS 250C Base,2010,68500.0,Gasoline,204.0HP 2.5L V6 Cylinder Engine Gasoline Fuel,6-Speed M/T,Black,Beige,None reported,Yes,18500.0,18500.0,16,4281.25,204.0,2.5,6.0,Manual
GMC,Sierra 1500 Denali,2019,43433.0,Gasoline,5.3L V8 16V GDI OHV,Automatic,Onyx Black,Walnut,None reported,No,51899.0,51899.0,7,6204.714285714285,,5.3,8.0,Automatic
Chevrolet,SSR Base,2005,122961.0,Gasoline,6.0L V8 16V MPFI OHV,4-Speed Automatic,Redline Red,Ebony,None reported,Yes,20995.0,20995.0,21,5855.285714285715,,6.0,8.0,Automatic
Dodge,Challenger R/T,2014,92861.0,Gasoline,375.0HP 5.7L 8 Cylinder Engine Gasoline Fuel,5-Speed A/T,Gray,Red,None reported,Yes,19750.0,19750.0,12,7738.416666666667,375.0,5.7,8.0,Automatic
Hyundai,Equus Signature,2016,72000.0,Gasoline,429.0HP 5.0L 8 Cylinder Engine Gasoline Fuel,8-Speed A/T,White,Beige,None reported,Yes,21400.0,21400.0,10,7200.0,429.0,5.0,8.0,Automatic
Lamborghini,Aventador SVJ Base,2019,6929.0,Gasoline,759.0HP 6.5L 12 Cylinder Engine Gasoline Fuel,A/T,Blue,Black,None reported,Yes,649999.0,272713.2800000002,7,989.8571428571429,759.0,6.5,12.0,Automatic
Ford,Mustang GT,2003,83000.0,Gasoline,260.0HP 4.6L 8 Cylinder Engine Gasoline Fuel,A/T,Gray,Black,None reported,Yes,10500.0,10500.0,23,3608.695652173913,260.0,4.6,8.0,Automatic
Audi,e-tron Premium,2021,18031.0,Unknown,Electric,1-Speed Automatic,Navarra Blue Metallic,Black,None reported,No,39599.0,39599.0,5,3606.2,,,,Automatic
Toyota,Sequoia Limited,2023,8200.0,Hybrid,437.0HP 3.4L V6 Cylinder Engine Gas/Electric Hybrid,10-Speed A/T,Brown,Black,None reported,Yes,78900.0,78900.0,3,2733.3333333333335,437.0,3.4,6.0,Automatic
Land,Rover Range Rover Sport HST MHEV,2020,19000.0,Hybrid,395.0HP 3.0L Straight 6 Cylinder Engine Gasoline/Mild Electric Hybrid,Transmission w/Dual Shift Mode,Silver,Black,Unknown,No,74900.0,74900.0,6,3166.6666666666665,395.0,3.0,6.0,Other
Jeep,Grand Cherokee L Limited,2022,12875.0,Gasoline,3.6L V6 24V MPFI DOHC,8-Speed Automatic,Diamond Black,Global Black,None reported,No,42599.0,42599.0,4,3218.75,,3.6,6.0,Automatic
Maserati,GranTurismo Sport,2015,32000.0,Gasoline,454.0HP 4.7L 8 Cylinder Engine Gasoline Fuel,A/T,Beige,Brown,None reported,Yes,36000.0,36000.0,11,2909.090909090909,454.0,4.7,8.0,Automatic
BMW,M5 Base,2013,61145.0,Gasoline,560.0HP 4.4L 8 Cylinder Engine Gasoline Fuel,7-Speed A/T,White,Beige,At least 1 accident or damage reported,Yes,37500.0,37500.0,13,4703.461538461538,560.0,4.4,8.0,Automatic
Mercedes-Benz,C-Class 4MATIC Sedan,2022,9612.0,Gasoline,"2L I-4 gasoline direct injection, DOHC, variable valve control,","Automatic, 9-Spd 9G-Tronic",–,–,None reported,No,43900.0,43900.0,4,2403.0,,2.0,,Automatic
Land,Rover Range Rover Sport First Edition,2023,3534.0,Hybrid,4.4 Liter,Automatic,Red,Black,None reported,No,143998.0,143998.0,3,1178.0,,,,Automatic
Ford,F-150 Lariat,2011,152000.0,Gasoline,365.0HP 3.5L V6 Cylinder Engine Gasoline Fuel,6-Speed A/T,Brown,Beige,None reported,Yes,14000.0,14000.0,15,10133.333333333334,365.0,3.5,6.0,Automatic
Audi,A4 2.0T Premium,2012,129567.0,Gasoline,211.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,A/T,White,Black,None reported,Yes,7000.0,7000.0,14,9254.785714285714,211.0,2.0,4.0,Automatic
BMW,540 i xDrive,2019,36000.0,Gasoline,335.0HP 3.0L Straight 6 Cylinder Engine Gasoline Fuel,8-Speed A/T,Gray,Black,At least 1 accident or damage reported,Yes,41995.0,41995.0,7,5142.857142857143,335.0,3.0,6.0,Automatic
BMW,X6 xDrive35i,2009,92008.0,Gasoline,300.0HP 3.0L Straight 6 Cylinder Engine Gasoline Fuel,6-Speed A/T,White,Black,None reported,Yes,12500.0,12500.0,17,5412.235294117647,300.0,3.0,6.0,Automatic
Ford,Mustang Base,1998,63900.0,Gasoline,150.0HP 3.8L V6 Cylinder Engine Gasoline Fuel,A/T,White,Gray,None reported,Yes,10300.0,10300.0,28,2282.1428571428573,150.0,3.8,6.0,Automatic
Toyota,Sequoia Limited,2012,150900.0,Gasoline,381.0HP 5.7L 8 Cylinder Engine Gasoline Fuel,A/T,Black,Gray,None reported,Yes,17500.0,17500.0,14,10778.57142857143,381.0,5.7,8.0,Automatic
Dodge,Challenger R/T Scat Pack,2019,43000.0,Unknown,–,6-Speed M/T,Green,Black,None reported,Yes,50000.0,50000.0,7,6142.857142857143,,,,Manual
Land,Rover Range Rover 3.0L Supercharged,2018,38020.0,Gasoline,5.0 Liter,Automatic,White,Espresso,None reported,No,63998.0,63998.0,8,4752.5,,,,Automatic
Audi,Q8 55 Premium Plus,2021,14750.0,Hybrid,335.0HP 3.0L V6 Cylinder Engine Gasoline/Mild Electric Hybrid,Transmission w/Dual Shift Mode,Silver,Black,None reported,Yes,61059.0,61059.0,5,2950.0,335.0,3.0,6.0,Other
Subaru,WRX Base,2015,52500.0,Gasoline,268.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,6-Speed M/T,Gray,Black,None reported,Yes,23000.0,23000.0,11,4772.727272727273,268.0,2.0,4.0,Manual
Chevrolet,Suburban LT,2017,207571.0,Gasoline,355.0HP 5.3L 8 Cylinder Engine Gasoline Fuel,6-Speed A/T,Black,Black,At least 1 accident or damage reported,Yes,21000.0,21000.0,9,23063.444444444445,355.0,5.3,8.0,Automatic
INFINITI,QX60 Pure,2020,39000.0,Gasoline,295.0HP 3.5L V6 Cylinder Engine Gasoline Fuel,A/T,Gray,Gray,None reported,Yes,29900.0,29900.0,6,6500.0,295.0,3.5,6.0,Automatic
Porsche,Cayman Base,2011,66000.0,Gasoline,265.0HP 2.9L Flat 6 Cylinder Engine Gasoline Fuel,A/T,Black,Brown,Unknown,No,28000.0,28000.0,15,4400.0,265.0,2.9,6.0,Automatic
INFINITI,QX60 Base,2017,93500.0,Gasoline,295.0HP 3.5L V6 Cylinder Engine Gasoline Fuel,A/T,Black,Black,None reported,Yes,16000.0,16000.0,9,10388.888888888889,295.0,3.5,6.0,Automatic
BMW,M4 Base,2018,7200.0,Gasoline,425.0HP 3.0L Straight 6 Cylinder Engine Gasoline Fuel,7-Speed A/T,Black,Black,None reported,Yes,64000.0,64000.0,8,900.0,425.0,3.0,6.0,Automatic
